ChangeID,AssumedMilestone,Level,DateOpened,DateValidated,DateClosed,TargetClosureDate,Status,SystemsImpacted,Reason,PotentialConsequences
C06587,M3,3,2024-11-16,2024-12-05,2025-05-22,2024-12-28,Closed,"LMN, WXY, ABC",Clash Detection Resolution,Documentary Only
C06588,M4,3,2025-04-11,2025-04-12,2025-04-13,2025-05-23,Closed,"ABC, DEF, XYB, GHP",Regulatory Compliance Update,Drawing Update Only
C06589,M3,3,2024-11-25,2024-11-26,2024-11-29,2025-01-06,Closed,"KLM, CDE, WXY",Design Optimization,Calculation Revision Only
C06590,M3,3,2024-10-19,2024-11-10,2025-06-01,2024-12-18,Closed,"DEG, ABC",Design Optimization,Schedule Impact
C06591,M2,3,2023-11-26,2023-12-01,2024-01-27,2024-01-25,Closed,TUV,Clash Detection Resolution,Design Impact
C06592,M4,3,2025-04-03,2025-05-01,2025-08-15,2025-06-02,Closed,BSG,Procurement Specification Change,Schedule Impact
C06593,M3,3,2024-04-06,2024-04-13,2024-05-04,2024-06-05,Closed,FGH,Quality Non-Conformance,Cost Impact
C06594,M3,3,2024-03-01,2024-03-03,2024-03-27,2024-04-12,Closed,"WXY, NOP, ABC",Drawing Update,Specification Clarification
C06595,M3,3,2024-01-07,2024-01-14,2024-01-25,2024-02-18,Closed,DEH,Regulatory Compliance Update,Drawing Update Only
C06596,M3,3,2024-01-11,2024-01-13,2024-01-14,2024-02-22,Closed,"GHP, DEH",Safety Enhancement,Documentary Only
C06597,M2,3,2023-11-30,2023-12-09,2023-12-30,2024-01-11,Closed,XYA,Interface Misalignment,Documentary Only
C06598,M3,3,2024-12-25,2025-01-06,2025-01-23,2025-02-05,Closed,DEH,Site Condition Variation,Specification Clarification
C06599,M3,3,2024-05-02,2024-05-26,2024-07-31,2024-07-01,Closed,LMO,Design Optimization,Schedule Impact
C06600,M3,3,2024-11-21,2024-12-02,2024-12-17,2025-01-02,Closed,"STU, ABC",Client Requirement Change,Documentary Only
C06601,M3,3,2024-09-10,2024-10-06,2024-10-29,2024-10-22,Closed,DEH,Late Engineering Input,Documentary Only
C06602,M4,3,2025-11-25,2025-12-17,,2026-01-06,Validated,DEG,Design Optimization,Documentary Only
C06603,M3,3,2024-11-01,2024-11-26,2025-01-23,2024-12-31,Closed,"YZA, FGH",Clash Detection Resolution,Construction Rework Required
C06604,M2,3,2023-09-11,2023-09-15,2023-09-16,2023-10-23,Closed,PQR,Late Engineering Input,Calculation Revision Only
C06605,M4,3,2025-04-17,2025-04-26,2025-05-26,2025-05-29,Closed,YZA,Site Condition Variation,Documentary Only
C06606,M3,3,2024-07-09,2024-07-20,2025-01-16,2024-09-07,Closed,LMN,Value Engineering Proposal,Schedule Impact
C06607,M1,3,2023-02-03,2023-02-17,2023-03-01,2023-04-04,Closed,"PQR, CDE",Value Engineering Proposal,Cost Impact
C06608,M3,3,2024-10-08,2024-10-22,2024-10-31,2024-11-19,Closed,NOP,Design Optimization,Documentary Only
C06609,M4,3,2025-07-01,2025-07-04,2025-07-05,2025-08-12,Closed,"KLM, XYZ",Drawing Update,Documentary Only
C06610,M3,3,2024-04-11,2024-05-05,2024-06-25,2024-06-10,Closed,"DEH, STU",Vendor Deviation,Cost Impact
C06611,M4,3,2025-04-28,2025-05-12,2025-05-29,2025-06-09,Closed,"ZAB, YZA",Calculation Revision,Documentary Only
C06612,M3,3,2024-11-18,2024-12-04,2025-02-13,2024-12-30,Closed,BSG,Regulatory Compliance Update,Documentary Only
C06613,M3,3,2024-04-20,2024-04-23,2024-04-24,2024-06-01,Closed,FGH,Risk Mitigation Measure,Documentary Only
C06614,M2,3,2023-06-10,2023-07-08,2023-11-08,2023-07-22,Closed,LMN,Constructability Improvement,Calculation Revision Only
C06615,M2,3,2023-12-06,2023-12-18,2023-12-27,2024-01-17,Closed,DEH,Client Requirement Change,Documentary Only
C06616,M2,3,2023-09-26,2023-10-01,2023-10-02,2023-11-07,Closed,LMO,Interface Misalignment,Documentary Only
C06617,M3,2,2024-05-28,2024-06-22,2025-03-29,2024-11-24,Closed,LMN,Design Optimization,Equipment Replacement Required
C06618,M3,3,2024-11-29,2024-12-01,2024-12-02,2025-01-10,Closed,"FGH, DEG",Material Availability Issue,Calculation Revision Only
C06619,M4,2,2025-06-03,2025-06-26,,2025-10-06,Validated,LMN,Design Optimization,Documentary Only
C06620,M4,3,2025-06-22,2025-06-23,2025-06-24,2025-08-03,Closed,NOP,Site Condition Variation,Documentary Only
C06621,M1,3,2023-06-13,2023-06-15,2023-06-16,2023-07-25,Closed,"DEH, ABD, YZA, XYB",Safety Enhancement,Documentary Only
C06622,M3,3,2024-07-24,2024-07-25,2024-07-26,2024-09-04,Closed,IJK,Value Engineering Proposal,Documentary Only
C06623,M3,3,2024-08-22,2024-08-29,2025-03-11,2024-10-03,Closed,"XYZ, PQR, BSG, DEG",Vendor Deviation,Documentary Only
C06624,M2,3,2023-10-18,2023-11-02,2023-11-24,2023-11-29,Closed,ABD,Calculation Revision,Documentary Only
C06625,M4,2,2025-04-27,2025-05-25,2025-10-13,2025-10-24,Closed,"XYB, LMO",Design Optimization,Equipment Replacement Required
C06626,M3,3,2024-10-29,2024-11-28,2025-01-27,2024-12-28,Closed,"VWX, PQR, WXY",Drawing Update,Design Impact
C06627,M2,1,2023-06-26,2023-06-27,2024-04-20,2024-05-06,Closed,ZAB,Site Condition Variation,Calculation Revision Only
C06628,M4,3,2025-05-04,2025-05-06,2025-05-07,2025-06-15,Closed,"NOP, ABC",Calculation Revision,Documentary Only
C06629,M3,3,2024-10-13,2024-11-04,2024-11-10,2024-11-24,Closed,"YZA, DEF",Clash Detection Resolution,Documentary Only
C06630,M1,3,2023-03-09,2023-03-10,2023-04-09,2023-04-20,Closed,XYA,Late Engineering Input,Documentary Only
C06631,M1,3,2023-06-03,2023-06-21,2023-07-17,2023-07-15,Closed,"VWX, ABC",Value Engineering Proposal,Documentary Only
C06632,M2,3,2023-02-18,2023-02-22,2023-02-28,2023-04-01,Closed,STU,Value Engineering Proposal,Documentary Only
C06633,M2,3,2023-02-03,2023-02-28,2023-03-12,2023-03-17,Closed,"GHP, IJK",Safety Enhancement,Documentary Only
C06634,M2,3,2023-12-17,2023-12-28,2024-01-05,2024-01-28,Closed,"ZAB, LMN, DEG",Design Optimization,Documentary Only
C06635,M4,3,2025-04-07,2025-04-11,,2025-05-19,Validated,ABB,Calculation Revision,Specification Clarification
C06636,M1,1,2023-03-14,2023-04-02,2024-10-21,2024-06-06,Closed,"LMN, ZAB",Design Optimization,Cost Impact
C06637,M2,3,2023-01-15,2023-01-17,2023-01-18,2023-02-26,Closed,"PQR, BSG",Site Condition Variation,Documentary Only
C06638,M4,3,2025-05-16,2025-06-12,2025-06-14,2025-06-27,Closed,GHP,Constructability Improvement,Specification Clarification
C06639,M1,3,2023-12-12,2023-12-24,2024-06-26,2024-02-10,Closed,"CDE, BSG",Constructability Improvement,Schedule Impact
C06640,M4,1,2025-02-26,2025-03-14,2025-12-25,2026-01-07,Closed,"XYA, ABD",Risk Mitigation Measure,Documentary Only
C06641,M3,3,2024-04-24,2024-04-26,2024-04-28,2024-06-05,Closed,"KLM, XYZ, NOP",Design Optimization,Documentary Only
C06642,M1,3,2023-05-30,2023-06-20,2023-07-25,2023-07-29,Closed,"VWX, ABB",Quality Non-Conformance,Design Impact
C06643,M1,3,2023-08-09,2023-08-12,2023-08-28,2023-09-20,Closed,"ABD, DEH",Calculation Revision,Drawing Update Only
C06644,M4,2,2025-10-27,,,2026-03-01,Open,LMN,Material Availability Issue,Documentary Only
C06645,M2,2,2023-12-07,2024-01-03,2024-06-06,2024-06-04,Closed,STU,Regulatory Compliance Update,Design Impact
C06646,M3,3,2024-07-02,2024-07-10,2024-08-05,2024-08-13,Closed,VWX,Client Requirement Change,Documentary Only
C06647,M1,3,2023-12-19,2024-01-02,2024-03-16,2024-02-17,Closed,"IJK, XYA, ABD",Safety Enhancement,Cost Impact
C06648,M2,3,2023-03-11,2023-03-13,2023-03-25,2023-04-22,Closed,"LMO, BSG",Clash Detection Resolution,Documentary Only
C06649,M3,3,2024-07-31,2024-08-08,2024-08-12,2024-09-11,Closed,IJK,Vendor Deviation,Documentary Only
C06650,M2,3,2023-05-09,2023-06-06,2023-10-19,2023-07-08,Closed,"CDE, DEF",Vendor Deviation,Equipment Replacement Required
C06651,M1,3,2023-02-14,2023-02-28,2023-03-12,2023-03-28,Closed,"ZAB, VWX",Vendor Deviation,Documentary Only
C06652,M4,3,2025-03-27,2025-04-02,,2025-05-26,Validated,"DEG, FGH",Interface Misalignment,Installation Modification Required
C06653,M1,2,2023-08-06,2023-08-23,2023-11-30,2024-02-02,Closed,"ABC, KLM",Vendor Deviation,Construction Rework Required
C06654,M2,3,2023-03-02,2023-03-06,2023-03-07,2023-04-13,Closed,KLM,Design Optimization,Documentary Only
C06655,M2,3,2023-03-23,2023-03-24,2023-03-25,2023-05-04,Closed,"ABC, QRS",Drawing Update,Documentary Only
C06656,M3,3,2024-10-19,2024-10-27,2025-05-09,2024-12-18,Closed,"LMN, ABB, TUV",Client Requirement Change,Construction Rework Required
C06657,M2,3,2023-01-11,2023-01-22,2023-03-30,2023-03-12,Closed,"DEH, LMN, TUV",Design Optimization,Multi-Discipline Impact
C06658,M4,2,2025-02-07,2025-02-23,2025-07-14,2025-08-06,Closed,FGH,Site Condition Variation,Cost Impact
C06659,M4,3,2025-01-31,2025-02-23,2025-02-27,2025-03-14,Closed,STU,Value Engineering Proposal,Procedure Update Only
C06660,M2,3,2023-06-18,2023-06-20,2023-06-21,2023-07-30,Closed,"XYB, TUV, QRS, NOP",Vendor Deviation,Documentary Only
C06661,M1,3,2023-08-14,2023-08-20,2023-12-10,2023-09-25,Closed,"LMN, ZAB, DEH",Safety Enhancement,Documentary Only
C06662,M3,3,2024-04-20,2024-05-07,2024-05-24,2024-06-19,Closed,"PQR, DEH, LMN",Vendor Deviation,Construction Rework Required
C06663,M4,3,2025-10-12,2025-10-13,2025-10-16,2025-11-23,Closed,"KLM, ABD",Client Requirement Change,Documentary Only
C06664,M2,2,2023-12-03,2023-12-08,2024-03-10,2024-04-06,Closed,"STU, WXY",Quality Non-Conformance,Documentary Only
C06665,M3,2,2024-07-08,2024-07-18,2024-10-09,2024-11-10,Closed,TUV,Regulatory Compliance Update,Drawing Update Only
C06666,M4,3,2025-07-07,2025-07-25,2025-08-25,2025-09-05,Closed,"ABD, ZAB",Safety Enhancement,Safety Impact
C06667,M3,3,2024-03-30,2024-04-03,2024-05-15,2024-05-11,Closed,DEH,Risk Mitigation Measure,Procedure Update Only
C06668,M1,3,2023-05-07,2023-05-09,2023-05-11,2023-06-18,Closed,"PQR, GHP",Design Optimization,Documentary Only
C06669,M2,2,2023-07-13,2023-08-02,2023-10-03,2023-11-15,Closed,IJK,Vendor Deviation,Specification Clarification
C06670,M4,3,2025-02-02,2025-02-12,2025-03-16,2025-03-16,Closed,DEF,Clash Detection Resolution,Documentary Only
C06671,M2,3,2023-10-30,2023-11-02,2023-11-06,2023-12-11,Closed,ABC,Drawing Update,Calculation Revision Only
C06672,M4,3,2025-04-10,2025-04-18,,2025-05-22,Validated,"ABB, KLM",Design Optimization,Documentary Only
C06673,M2,3,2023-08-12,2023-08-15,2023-11-10,2023-10-11,Closed,"TUV, YZA, LMN",Material Availability Issue,Equipment Replacement Required
C06674,M1,3,2023-01-20,2023-01-24,2023-01-26,2023-03-03,Closed,"ZAB, WXY",Client Requirement Change,Documentary Only
C06675,M3,3,2024-09-04,2024-09-25,2024-11-26,2024-11-03,Closed,DEF,Site Condition Variation,Design Impact
C06676,M4,3,2025-02-24,2025-03-18,2025-04-14,2025-04-25,Closed,"VWX, ABC, FGH",Client Requirement Change,Material Change Required
C06677,M1,2,2023-10-27,2023-11-09,2024-02-28,2024-02-29,Closed,"DEF, ZAB, IJK",Clash Detection Resolution,Documentary Only
C06678,M2,3,2023-06-23,2023-07-23,2023-08-06,2023-08-22,Closed,DEH,Interface Misalignment,Safety Impact
C06679,M3,3,2024-08-19,2024-09-05,2025-04-06,2024-10-18,Closed,XYZ,Vendor Deviation,Cost Impact
C06680,M4,2,2025-02-27,2025-03-21,2025-06-26,2025-08-26,Closed,FGH,Scope Clarification,Material Change Required
C06681,M2,3,2023-11-11,2023-12-05,2024-07-21,2023-12-23,Closed,ABB,Constructability Improvement,Documentary Only
C06682,M3,3,2024-09-14,2024-09-16,2024-09-25,2024-10-26,Closed,"LMO/N, TUV",Value Engineering Proposal,Documentary Only
C06683,M4,3,2025-10-31,2025-11-02,2025-11-10,2025-12-12,Closed,NOP,Design Optimization,Calculation Revision Only
C06684,M2,3,2023-06-14,2023-06-18,2023-06-19,2023-07-26,Closed,IJK,Safety Enhancement,Documentary Only
C06685,M3,3,2024-09-04,2024-09-06,2024-09-07,2024-10-16,Closed,DEF/G,Site Condition Variation,Documentary Only
C06686,M4,3,2025-09-07,2025-09-10,2025-09-11,2025-10-19,Closed,"ABC, IJK",Procurement Specification Change,Calculation Revision Only
C06687,M1,3,2023-11-13,2023-12-11,2024-01-15,2024-01-12,Closed,"XYB, ABB",Material Availability Issue,Safety Impact
C06688,M4,3,2025-04-11,2025-04-12,2025-04-25,2025-05-23,Closed,"ABD, PQR",Late Engineering Input,Documentary Only
C06689,M3,3,2024-01-06,2024-01-08,2024-01-09,2024-02-17,Closed,"DEH, BSG",Safety Enhancement,Drawing Update Only
C06690,M3,3,2024-09-23,2024-10-13,2025-02-26,2024-11-04,Closed,"LMN, NOP",Quality Non-Conformance,Documentary Only
C06691,M4,2,2025-01-18,2025-01-20,,2025-07-17,Validated,"XYZ/B, STU",Client Requirement Change,Safety Impact
C06692,M1,3,2023-03-29,2023-04-05,2023-04-09,2023-05-10,Closed,TUV,Client Requirement Change,Documentary Only
C06693,M2,3,2023-08-20,2023-08-28,2024-02-27,2023-10-01,Closed,DEG,Safety Enhancement,Specification Clarification
C06694,M1,3,2023-11-29,2023-11-30,2024-05-09,2024-01-10,Closed,DEG,Clash Detection Resolution,Documentary Only
C06695,M2,3,2023-11-06,2023-12-02,2024-07-09,2024-01-05,Closed,DEG,Design Optimization,Design Impact
C06696,M3,3,2024-04-15,2024-04-19,2024-04-22,2024-05-27,Closed,PQR,Value Engineering Proposal,Documentary Only
C06697,M3,2,2024-12-13,2024-12-16,2025-03-12,2025-04-17,Closed,YZA,Vendor Deviation,Documentary Only
C06698,M2,3,2023-10-02,2023-10-07,2023-12-27,2023-12-01,Closed,XYA,Vendor Deviation,Design Impact
C06699,M1,2,2023-05-03,2023-05-21,2023-11-06,2023-10-30,Closed,DEH,Client Requirement Change,Equipment Replacement Required
C06700,M2,2,2023-09-16,2023-09-19,2024-02-25,2024-03-14,Closed,DEF,Design Optimization,Equipment Replacement Required
C06701,M3,3,2024-05-04,2024-05-05,2024-05-05,2024-06-15,Closed,"NOP, ZAB",Value Engineering Proposal,Calculation Revision Only
C06702,M2,3,2023-02-06,2023-02-14,2023-03-02,2023-03-20,Closed,"ABD, DEG",Client Requirement Change,Drawing Update Only
C06703,M2,3,2023-05-06,2023-05-09,2023-05-12,2023-06-17,Closed,"PQR, CDE",Client Requirement Change,Documentary Only
C06704,M3,3,2024-03-22,2024-03-26,2024-05-01,2024-05-21,Closed,GHP,Scope Clarification,Material Change Required
C06705,M3,3,2024-04-30,2024-05-12,2024-06-06,2024-06-11,Closed,"NOP, ZAB",Clash Detection Resolution,Documentary Only
C06706,M3,3,2024-04-30,2024-05-18,2024-07-04,2024-06-11,Closed,BSG,Material Availability Issue,Specification Clarification
C06707,M4,3,2025-04-11,2025-05-10,2025-06-01,2025-05-23,Closed,ZAB,Site Condition Variation,Documentary Only
C06708,M4,3,2025-12-11,2025-12-25,,2026-01-22,Validated,"CDE, KLM",Constructability Improvement,Documentary Only
C06709,M3,2,2024-04-23,2024-05-11,2024-05-26,2024-08-26,Closed,FGH,Safety Enhancement,Documentary Only
C06710,M3,3,2024-10-16,2024-10-19,2024-11-13,2024-11-27,Closed,ZAB,Calculation Revision,Calculation Revision Only
C06711,M1,3,2023-11-29,2023-12-23,2023-12-29,2024-01-10,Closed,XYA,Regulatory Compliance Update,Documentary Only
C06712,M2,3,2023-07-14,2023-07-24,2023-08-04,2023-08-25,Closed,"TUV, ABC, IJK, XYB",Constructability Improvement,Drawing Update Only
C06713,M3,3,2024-11-27,2024-12-03,2025-02-05,2025-01-26,Closed,"LMO, FGH",Safety Enhancement,Material Change Required
C06714,M2,2,2023-01-24,2023-01-27,2023-07-11,2023-07-23,Closed,"ABD/C, YZA",Clash Detection Resolution,Schedule Impact
C06715,M4,3,2025-05-12,2025-06-06,2025-06-30,2025-06-23,Closed,XYA,Procurement Specification Change,Documentary Only
C06716,M2,3,2023-01-26,2023-01-27,2023-01-28,2023-03-09,Closed,LMO,Regulatory Compliance Update,Procedure Update Only
C06717,M2,3,2023-05-04,2023-05-05,2023-05-06,2023-06-15,Closed,PQR,Regulatory Compliance Update,Specification Clarification
C06718,M3,3,2024-02-23,2024-03-11,2024-06-18,2024-04-05,Closed,"BSG, XYZ",Client Requirement Change,Documentary Only
C06719,M1,3,2023-07-10,2023-08-08,2024-03-18,2023-08-21,Closed,ABB,Design Optimization,Drawing Update Only
C06720,M3,3,2024-10-26,2024-11-21,2025-05-12,2024-12-07,Closed,"DEG, ABB",Risk Mitigation Measure,Calculation Revision Only
C06721,M4,3,2025-11-26,2025-12-05,2026-01-28,2026-01-25,Closed,STU,Client Requirement Change,Material Change Required
C06722,M2,3,2023-07-06,2023-07-08,2023-07-09,2023-08-17,Closed,FGH,Regulatory Compliance Update,Calculation Revision Only
C06723,M3,3,2024-06-25,2024-06-26,2024-06-30,2024-08-06,Closed,VWX,Quality Non-Conformance,Documentary Only
C06724,M2,3,2023-11-04,2023-11-07,2024-02-11,2023-12-16,Closed,"BSG, IJK",Site Condition Variation,Drawing Update Only
C06725,M2,1,2023-05-01,2023-05-05,2024-02-23,2024-03-11,Closed,"IJK, XYB",Constructability Improvement,Documentary Only
C06726,M4,2,2025-12-19,2026-01-16,,2026-04-23,Validated,"DEG, ZAB, KLM",Client Requirement Change,Documentary Only
C06727,M1,3,2023-08-06,2023-08-11,2024-01-17,2023-09-17,Closed,"LMN, QRS, YZA",Vendor Deviation,Documentary Only
C06728,M3,3,2024-07-24,2024-08-18,2025-01-02,2024-09-04,Closed,DEG,Drawing Update,Drawing Update Only
C06729,M1,3,2023-08-14,2023-08-16,2023-08-18,2023-09-25,Closed,"NOP, LMN",Material Availability Issue,Documentary Only
C06730,M3,3,2024-04-16,2024-05-04,2024-06-07,2024-06-15,Closed,"IJK, DEF",Site Condition Variation,Cost Impact
C06731,M2,3,2023-09-26,2023-09-27,2023-09-28,2023-11-07,Closed,"LMO, XYB",Material Availability Issue,Documentary Only
C06732,M3,3,2024-03-12,2024-04-11,2024-10-08,2024-04-23,Closed,XYZ,Risk Mitigation Measure,Documentary Only
C06733,M2,3,2023-05-28,2023-06-10,2023-06-14,2023-07-09,Closed,"ZAB, CDE, ABB",Late Engineering Input,Calculation Revision Only
C06734,M2,3,2023-07-15,2023-08-08,2023-10-31,2023-08-26,Closed,"BSG, LMO",Value Engineering Proposal,Documentary Only
C06735,M1,3,2023-04-22,2023-04-23,2023-04-29,2023-06-03,Closed,ABC,Regulatory Compliance Update,Specification Clarification
C06736,M4,3,2025-02-06,2025-02-20,2025-04-16,2025-04-07,Closed,DEH,Design Optimization,Material Change Required
C06737,M3,3,2024-02-19,2024-02-20,2024-02-26,2024-04-01,Closed,"ZAB, STU",Procurement Specification Change,Documentary Only
C06738,M4,3,2025-07-11,2025-07-31,2025-10-17,2025-08-22,Closed,"BSG, STU, KLM",Procurement Specification Change,Documentary Only
C06739,M4,3,2025-07-23,2025-07-30,2025-09-27,2025-09-21,Closed,"NOP, XYB",Vendor Deviation,Installation Modification Required
C06740,M3,3,2024-07-31,2024-08-02,2024-08-04,2024-09-11,Closed,"PQR, LMO",Design Optimization,Calculation Revision Only
C06741,M3,3,2024-06-09,2024-06-26,2024-10-15,2024-07-21,Closed,"CDE, NOP, QRS",Design Optimization,Documentary Only
C06742,M3,3,2024-09-04,2024-09-05,2024-09-07,2024-10-16,Closed,"ABC, XYZ, CDE",Value Engineering Proposal,Documentary Only
C06743,M4,2,2025-01-15,2025-01-23,2025-06-03,2025-07-14,Closed,PQR,Regulatory Compliance Update,Cost Impact
C06744,M3,2,2024-09-06,2024-10-06,2025-03-23,2025-03-05,Closed,ZAB,Regulatory Compliance Update,Schedule Impact
C06745,M1,3,2023-11-25,2023-12-18,2024-05-24,2024-01-06,Closed,"LMN, CDE",Design Optimization,Procedure Update Only
C06746,M4,3,2025-02-10,2025-03-06,2025-08-27,2025-03-24,Closed,"DEG, YZA",Design Optimization,Documentary Only
C06747,M1,3,2023-03-16,2023-04-06,2023-08-16,2023-04-27,Closed,"DEG, XYA, TUV",Safety Enhancement,Documentary Only
C06748,M3,2,2024-03-26,2024-04-06,2024-06-15,2024-07-29,Closed,LMO,Scope Clarification,Documentary Only
C06749,M1,2,2023-11-03,2023-11-05,2024-08-28,2024-05-01,Closed,"LMN, PQR",Risk Mitigation Measure,Multi-Discipline Impact
C06750,M2,3,2023-05-16,2023-06-09,2023-07-19,2023-07-15,Closed,ABD,Client Requirement Change,Cost Impact
C06751,M4,3,2025-12-18,2025-12-24,2026-01-14,2026-01-29,Closed,"GHP, QRS, DEF, ABB",Vendor Deviation,Documentary Only
C06752,M2,3,2023-03-07,2023-03-12,2023-03-17,2023-05-06,Closed,KLM,Drawing Update,Multi-Discipline Impact
C06753,M2,3,2023-09-03,2023-09-06,2023-09-22,2023-10-15,Closed,"DEF, KLM",Design Optimization,Documentary Only
C06754,M2,3,2023-10-02,2023-10-27,2023-11-04,2023-11-13,Closed,"DEF, IJK",Vendor Deviation,Documentary Only
C06755,M3,3,2024-07-24,2024-07-27,2024-07-29,2024-09-04,Closed,WXY,Client Requirement Change,Documentary Only
C06756,M1,3,2023-12-13,2023-12-30,2024-01-03,2024-01-24,Closed,IJK,Clash Detection Resolution,Calculation Revision Only
C06757,M4,3,2025-12-02,2025-12-05,2025-12-06,2026-01-13,Closed,"PQR, QRS",Design Optimization,Documentary Only
C06758,M3,2,2024-11-10,2024-11-16,2025-05-09,2025-05-09,Closed,"IJK, TUV, ABD",Constructability Improvement,Installation Modification Required
C06759,M1,2,2023-03-11,2023-03-20,2023-06-13,2023-07-14,Closed,"DEF, LMO",Design Optimization,Documentary Only
C06760,M3,3,2024-10-06,2024-10-09,2024-10-11,2024-11-17,Closed,FGH,Constructability Improvement,Documentary Only
C06761,M1,2,2023-09-22,2023-10-12,2024-04-04,2024-03-20,Closed,"XYB, DEF",Site Condition Variation,Cost Impact
C06762,M3,3,2024-09-30,2024-10-01,2024-10-02,2024-11-11,Closed,"ZAB, DEF",Constructability Improvement,Drawing Update Only
C06763,M4,3,2025-04-19,2025-04-30,2025-07-13,2025-06-18,Closed,"WXY, DEH, ZAB",Drawing Update,Cost Impact
C06764,M3,3,2024-07-27,2024-08-03,2024-12-09,2024-09-07,Closed,LMN,Safety Enhancement,Documentary Only
C06765,M3,3,2024-02-18,2024-03-01,2024-05-14,2024-03-31,Closed,"BSG, TUV",Design Optimization,Calculation Revision Only
C06766,M1,3,2023-06-30,2023-07-25,2023-07-27,2023-08-11,Closed,"IJK, BSG",Client Requirement Change,Calculation Revision Only
C06767,M1,3,2023-08-01,2023-08-06,2023-08-15,2023-09-12,Closed,DEF,Constructability Improvement,Specification Clarification
C06768,M1,2,2023-11-08,2023-11-26,2023-12-20,2024-03-12,Closed,"FGH, XYZ",Scope Clarification,Documentary Only
C06769,M2,3,2023-09-17,2023-10-10,2024-04-17,2023-10-29,Closed,"ABB, QRS, XYZ",Client Requirement Change,Documentary Only
C06770,M2,2,2023-12-30,2024-01-18,2024-04-07,2024-05-03,Closed,"QRS, WXY",Risk Mitigation Measure,Documentary Only
C06771,M3,3,2024-01-28,2024-01-30,2024-08-14,2024-03-28,Closed,"CDE, KLM, BSG",Client Requirement Change,Installation Modification Required
C06772,M1,3,2023-02-28,2023-03-21,2023-09-29,2023-04-29,Closed,DEG,Material Availability Issue,Cost Impact
C06773,M2,3,2023-01-07,2023-01-19,2023-01-26,2023-02-18,Closed,"LMO, ABB",Vendor Deviation,Specification Clarification
C06774,M3,3,2024-04-06,2024-04-10,2024-05-22,2024-05-18,Closed,"DEH, ZAB",Client Requirement Change,Documentary Only
C06775,M2,3,2023-07-19,2023-08-02,2024-01-15,2023-08-30,Closed,"LMN, DEH",Site Condition Variation,Documentary Only
C06776,M3,1,2024-03-02,2024-03-05,2025-05-21,2025-05-26,Closed,DEH,Clash Detection Resolution,Material Change Required
C06777,M3,3,2024-08-28,2024-09-06,2024-09-27,2024-10-09,Closed,TUV,Safety Enhancement,Documentary Only
C06778,M3,3,2024-10-23,2024-10-25,2024-11-20,2024-12-04,Closed,ABD,Drawing Update,Documentary Only
C06779,M1,3,2023-06-08,2023-06-14,2023-06-15,2023-07-20,Closed,"XYA, TUV, ABD",Interface Misalignment,Drawing Update Only
C06780,M2,3,2023-03-25,2023-04-04,2023-06-20,2023-05-24,Closed,"TUV, YZA",Design Optimization,Design Impact
C06781,M1,3,2023-07-10,2023-07-12,2023-07-13,2023-08-21,Closed,"KLM, DEG",Drawing Update,Procedure Update Only
C06782,M3,3,2024-12-21,2024-12-26,2024-12-27,2025-02-01,Closed,"FGH, LMN",Material Availability Issue,Documentary Only
C06783,M4,2,2025-03-05,2025-03-25,2025-07-13,2025-07-08,Closed,"GHP, LMO, PQR",Client Requirement Change,Documentary Only
C06784,M3,3,2024-11-19,2024-11-23,2025-01-19,2025-01-18,Closed,"GHP, VWX, DEG",Vendor Deviation,Safety Impact
C06785,M3,3,2024-08-12,2024-08-14,2024-08-18,2024-09-23,Closed,"DEH, PQR",Regulatory Compliance Update,Documentary Only
C06786,M3,3,2024-06-14,2024-07-11,2024-08-09,2024-08-13,Closed,"NOP, ABB, WXY, XYB",Late Engineering Input,Construction Rework Required
C06787,M3,3,2024-09-09,2024-09-10,2024-09-11,2024-10-21,Closed,FGH,Constructability Improvement,Documentary Only
C06788,M2,3,2023-12-28,2023-12-30,2024-07-02,2024-02-08,Closed,XYZ,Value Engineering Proposal,Documentary Only
C06789,M2,3,2023-03-04,2023-03-17,2023-05-17,2023-05-03,Closed,XYA,Late Engineering Input,Safety Impact
C06790,M2,3,2023-04-30,2023-05-12,2023-06-06,2023-06-11,Closed,QRS,Vendor Deviation,Documentary Only
C06791,M3,3,2024-05-12,2024-05-23,2024-06-15,2024-06-23,Closed,"DEF/G, XYZ/B",Constructability Improvement,Documentary Only
C06792,M2,3,2023-04-30,2023-05-02,2023-05-25,2023-06-11,Closed,"DEF, VWX",Site Condition Variation,Documentary Only
C06793,M1,3,2023-11-05,2023-11-21,2024-04-19,2023-12-17,Closed,"LMN, ABC",Risk Mitigation Measure,Documentary Only
C06794,M4,2,2025-11-03,2025-11-28,,2026-03-08,Validated,CDE,Regulatory Compliance Update,Documentary Only
C06795,M3,3,2024-11-14,2024-11-28,2024-12-14,2024-12-26,Closed,ABD,Drawing Update,Documentary Only
C06796,M4,3,2025-12-23,2026-01-05,2026-01-07,2026-02-03,Closed,ZAB,Scope Clarification,Documentary Only
C06797,M4,3,2025-10-24,2025-11-14,2025-11-25,2025-12-05,Closed,NOP,Regulatory Compliance Update,Documentary Only
C06798,M3,3,2024-05-22,2024-05-27,2024-05-29,2024-07-03,Closed,XYB,Calculation Revision,Documentary Only
C06799,M2,3,2023-11-06,2023-11-27,2024-02-15,2023-12-18,Closed,"BSG, XYA, DEF",Procurement Specification Change,Documentary Only
